_id,term,frequency,kb_id,type
67118a0da620e436ef12f7a2,5/2/36 mark,3,,MONEY
67118a0da620e436ef12f828,4.654.6,3,,MONEY
67118a0da620e436ef12f873,27,63,,MONEY
67118a0da620e436ef12f884,104094,3,,MONEY
67118a0da620e436ef12f8df,103.82,3,,MONEY
67118a0da620e436ef12f8e0,16.69,3,,MONEY
67118a0da620e436ef12f8e4,125.82,3,,MONEY
67118a0da620e436ef12f8e5,128.32,3,,MONEY
67118a0da620e436ef12f8e8,110.26,3,,MONEY
67118a0da620e436ef12f8fb,740210,3,,MONEY
67118a0da620e436ef12f900,469.00 488,3,,MONEY
